Karma,score,author
31166,0,popypoplandpoppopy
1439,1,Jake1702_
7034,0,GoodJobNL
3501,0,laxing22
902,0,LvDogman
11099,0,Luxram4000
7034,0,GoodJobNL
3501,1,laxing22
902,0,LvDogman
7034,1,GoodJobNL
1275,1,on3moresoul
28,0,U_cabrao
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1512,0,SirWobbyTheFirst
1,1,wired_god
162,0,FyreFest69
162,0,FyreFest69
162,0,FyreFest69
162,0,FyreFest69
162,0,FyreFest69
162,0,FyreFest69
162,0,FyreFest69
41,0,ScorpiusAustralis
28,0,U_cabrao
162,0,FyreFest69
162,0,FyreFest69
162,0,FyreFest69
1512,0,SirWobbyTheFirst
345686,0,sn0wf1ake1
41,1,ScorpiusAustralis
345686,0,sn0wf1ake1
41,0,ScorpiusAustralis
162,0,FyreFest69
41,1,ScorpiusAustralis
772,1,SoberedIrishman
2195,1,dan4334
245,0,Stemigknight
5919,1,TheHood86
5919,0,TheHood86
5919,0,TheHood86
8586,0,ThisPlaceisHell
2747,1,qawas
8586,0,ThisPlaceisHell
2747,0,qawas
457,0,Thaurane
1,0,nan
1364,0,realBurgercat
2947,0,Doubleyoupee
4012,1,OmegaXeldom
1599,1,DeathWing1221
4012,1,OmegaXeldom
1,0,nan
1261,0,Lord_Waldemar
1599,0,Warma99
6794,0,mylan1000OOO
7932,0,DerkvanL
31596,0,Hancho_Nick
188,0,crasher35
7523,0,adolfojp
1,0,jiaweizheng
2195,0,dan4334
17738,0,TheJessicator
956,1,Watney
377,1,Kriizii
63,1,TheGingerSloth
1937,0,Chocobubba
6760,0,Jaschoid
5,0,RBLXGamingMastah
11690,0,ranfur8
115,0,evanftwwilliams
1204,1,bejito81
2839,0,elperroborrachotoo
14044,0,CyberGen49
3020,0,Bilbo_Smaug
1673,0,JimBob-
1,0,nan
4752,0,TheMuffnMan
1204,0,bejito81
1204,0,bejito81
7,0,YouCanIfYou
1673,0,JimBob-
1,0,nan
59836,0,TrappaTroopa
1673,0,JimBob-
59836,0,TrappaTroopa
1673,0,JimBob-
59836,0,TrappaTroopa
1345,0,Evernight2021
655,0,jonshipman
4952,1,InformedChoice
4223,0,ihavesparkypants
4952,1,InformedChoice
655,0,jonshipman
2140,0,billerr
4952,1,InformedChoice
45200,1,dtallee
22923,0,Froggypwns
3725,0,Ocawesome101
1,0,nan
424,1,homerofreud
45200,0,dtallee
3378,0,phoeniks
1527,0,jarchack
1043,0,JaspahX
72642,0,afmachado
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
39,1,dragoon4100
10564,0,mariuscioane
22923,0,Froggypwns
256,0,wtgreen
22923,0,Froggypwns
22923,0,Froggypwns
5573,0,nerddtvg
20,1,Minesew
20,1,Minesew
20,0,Minesew
1,1,nan
1,0,nan
2205,0,b4k4ni
53801,1,Talib_Dota
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1018,0,sirsotoxo
1018,1,sirsotoxo
1,0,nan
1422,0,SippieCup
53801,0,Talib_Dota
138,0,Butthatsmyusername
8383,0,segagamer
20,1,ThinkPresentation
14501,0,andres57
1,0,nan
79832,0,luxtabula
5773,0,urosino
302,0,BrianBtheITguy
5802,0,luisluix
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
5847,0,Lightning3240
4752,0,TheMuffnMan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
331,0,hunterkll
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
14,0,d360jr
4752,0,TheMuffnMan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
136,0,giovannimyles
1527,1,jarchack
4972,0,JonnyRocks
295,1,timeknightalpha
1,0,nan
397,0,BFguy
102,0,steel-panther
165,1,el_covfefe
4972,1,JonnyRocks
102,1,steel-panther
4972,0,JonnyRocks
102,0,steel-panther
390,0,bfunky
14,0,leakcim
1852,0,tksn
200,0,Zrh87
5488,0,DarthJahus
56,0,Trofeetito
3730,0,Torintime
35,0,Kind_kouprey
530,1,Rhetoriker
1961,0,SageLukahn
14,0,leakcim
1852,0,tksn
14,0,leakcim
6,0,HerrBadger
1,0,nan
1,0,Devloper_
604,0,tbone338
3788,0,aorimiku
2458,0,actuallychrisgillen
5638,0,JohnClark13
17465,0,Coloneljesus
1,0,CleverBullet
17465,0,Coloneljesus
22923,0,Froggypwns
22635,0,TheRealTengri
322,0,Cyniv
746,0,vanderhouk
322,0,Cyniv
1393,0,SysAndreas
1041,1,Gungreeneyes
746,1,vanderhouk
322,0,Cyniv
746,0,vanderhouk
200,0,RAM_Cache
20491,0,BenVenn
1176,1,HucknRoll
1,1,nan
1,1,nan
41,0,ScorpiusAustralis
523,0,SmokedCheesePig
1176,1,HucknRoll
41,0,ScorpiusAustralis
30255,0,Computermaster
30255,0,Computermaster
13469,1,JayneTheRockDwohnson
782,0,Druyii
30255,0,Computermaster
30255,0,Computermaster
32,0,sneakster13
782,0,Druyii
11160,0,cbabbx
1,0,nan
13469,0,JayneTheRockDwohnson
782,1,Druyii
13469,0,JayneTheRockDwohnson
782,0,Druyii
6,0,janardhan904
799,0,sporkeh01
1,1,nan
4155,0,FellToast
874,0,Xx_Patrick_Ster_xX
4155,0,FellToast
4155,1,FellToast
232,0,lillgreen
799,0,sporkeh01
23,0,wiseman121
1,0,nan
4155,0,FellToast
4155,0,FellToast
4155,0,FellToast
232,1,lillgreen
799,0,sporkeh01
232,0,lillgreen
4155,1,FellToast
4155,0,FellToast
799,0,sporkeh01
4155,0,FellToast
4155,1,FellToast
799,0,sporkeh01
799,0,sporkeh01
4155,0,FellToast
1616,0,Foley2004
504,0,empty_other
77354,0,RealDrag
6161,1,doobi1
1,0,nan
66,1,FuriouStyx
66,1,FuriouStyx
1,1,nan
66,1,FuriouStyx
66,1,FuriouStyx
451,0,Labeled90
17738,0,TheJessicator
1,0,nan
17738,0,TheJessicator
45200,0,dtallee
1672,0,BE_Airwaves
60,0,joeyat
31,0,ryuzakioa
113,0,johnjackson90
45200,0,dtallee
4433,0,Arden144
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
45200,0,dtallee
1464,1,gravitas425
1668,0,Jaydoos447
2150,0,Left4Bread2
699,0,themystical
374,1,Blindman2k17
2255,0,Frakk4d
4433,0,Arden144
7188,0,anoppinionatedbunny
7188,0,anoppinionatedbunny
4433,0,Arden144
31,0,Atari-niroku
5035,0,polaarbear
10912,0,nighthawke75
648,1,HumanInstincts
17086,0,Davedamon
457,0,Thaurane
283,0,gfunkzero
7359,1,Thewhiteboatman
627,1,imahugger
1808,0,KnightBlue2
9,0,adrikgirona
482,0,cns000
1,0,bgmikejr
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
48578,0,DJGRIFFSTAR
1668,0,Jaydoos447
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
9545,0,karr7224
17592,0,Alaknar
628,0,kokdeblade
9545,0,karr7224
9545,0,karr7224
1668,0,Jaydoos447
17592,0,Alaknar
17592,0,Alaknar
1668,0,Jaydoos447
17592,0,Alaknar
1,0,ahhbees
5035,0,polaarbear
714,0,jskalsky
1,0,nan
6625,1,pm_me_da_booty_plz
22263,0,WolfPlayz294
1,0,nan
631,0,jhymesba
50,0,Lonniepiien
50,0,Lonniepiien
17697,0,vkapadia
1815,0,fdruid
586,0,syndicated_inc
1053,0,throwaway12-ffs
539,0,Shy_Shy_Tomato
50,0,Lonniepiien
1,0,nan
150,0,MrCodyGrace
1,0,nan
6625,0,pm_me_da_booty_plz
50,0,Lonniepiien
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
12842,0,nostradamefrus
1,0,nan
3572,0,uwutranslator
81,0,UltraDimka
591,0,PLANTROON
17697,0,vkapadia
17697,0,vkapadia
17697,0,vkapadia
17697,0,vkapadia
6625,0,pm_me_da_booty_plz
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
15697,0,azdood85
17697,0,vkapadia
17697,1,vkapadia
17697,0,vkapadia
17697,0,vkapadia
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
17697,0,vkapadia
17697,1,vkapadia
10217,0,dynarush_3
482,0,cns000
47,0,BoostJuiceAU
5035,0,polaarbear
99,0,bifbi
451,0,Labeled90
326,1,7thhokage
1,1,nan
34,0,thornst57
658,0,etinbs
6130,0,yournaneatschicken
18795,0,ExdigguserPies
6130,0,yournaneatschicken
6130,0,yournaneatschicken
6130,0,yournaneatschicken
6130,1,yournaneatschicken
482,0,cns000
1,1,nan
658,0,etinbs
6130,0,yournaneatschicken
6130,0,yournaneatschicken
5083,0,InNarius
482,0,cns000
6130,0,yournaneatschicken
6130,1,yournaneatschicken
6130,0,yournaneatschicken
6130,0,yournaneatschicken
4752,0,TheMuffnMan
1,0,nan
789,0,drtsch
882,1,JustCallMehWhatever
882,0,JustCallMehWhatever
4477,0,GabWas
22923,0,Froggypwns
226,0,CreativeGPX
1,0,nan
234,0,jakopo87
105,1,EaglesgFR
169,0,Aceushiro
4433,0,Arden144
1875,1,LeCyberDucky
315,0,shawnz
1875,1,LeCyberDucky
315,0,shawnz
1875,0,LeCyberDucky
1875,0,LeCyberDucky
234,0,jakopo87
17697,0,vkapadia
75,0,EvlG
144,0,JLN450
3694,0,Atomdude
17697,1,vkapadia
17697,0,vkapadia
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
3,1,tompkins_mason
4630,0,redd9
1,1,nan
11953,0,Xenoflower7
18699,0,TRO-Khairo
472,1,Daemonjax
1,0,AmateurGhost
20418,0,crappy_pirate
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
473,0,Moose_And_Squirrel
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
9476,0,TazerPlace
18256,0,BombTheDodongos
7,0,elusivefuzz
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
11160,1,cbabbx
759,0,kelembu
1,0,nan
1,1,BundleDad
1,1,nan
325,0,aBstraCt1xz
75,0,ikifar
10313,0,jjbugman2468
27,1,XyGamerZ
6613,0,kaidon
27,1,XyGamerZ
27,0,XyGamerZ
637,0,nilaykmrsr
12,0,D-blue
1124,0,gardobus
1306,0,CoolCow247
1124,0,gardobus
1306,1,CoolCow247
1124,1,gardobus
1306,1,CoolCow247
1124,1,gardobus
1306,1,CoolCow247
202,0,Rednax35
818,1,jer007
494,0,Chaixxo
216,0,dougm68
1,0,neonexpresso
14,1,plrao72
6390,1,Chemodo
28,0,dalvikcachemoney
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
239,0,SuperFLEB
172961,0,SmackEh
330,0,zachstrl
10526,1,PalmTreeExpert
1,0,nan
10526,1,PalmTreeExpert
10526,1,PalmTreeExpert
10526,1,PalmTreeExpert
1,0,nan
10526,0,PalmTreeExpert
659,0,jesusfreek
23192,0,graspee
1,0,nan
31166,0,popypoplandpoppopy
472,0,Daemonjax
1034,0,Ohmahtree
745,0,doubleaxle
4834,0,knigitz
32,1,geekdad4L
23192,0,graspee
4834,1,knigitz
63,0,TiredOfArguments
7932,0,DerkvanL
259,0,brink668
986,0,AlexZandy
986,0,AlexZandy
986,0,AlexZandy
7932,0,DerkvanL
986,0,AlexZandy
259,0,brink668
184,1,black_snake
1599,0,Warma99
2,0,zac_l
5035,0,polaarbear
4223,1,ihavesparkypants
345686,0,sn0wf1ake1
1,0,nan
4641,0,sheldorado
304,0,justinsst
304,0,justinsst
304,1,justinsst
304,0,justinsst
304,0,justinsst
2,0,zac_l
5035,1,polaarbear
345686,0,sn0wf1ake1
1,0,nan
304,1,justinsst
304,1,justinsst
1590,1,MrPhenomenon
1590,1,MrPhenomenon
304,1,justinsst
345686,0,sn0wf1ake1
345686,1,sn0wf1ake1
98,1,Omotai
22312,1,Swing_Top
16681,0,piri_piri_pintade
26,0,Goronok
24,1,Krzychh
24,0,Krzychh
11622,0,RussellZoloft
50,0,RezaFM97
11649,0,twain535
967,0,webtroter
2125,0,amarbh1
1,0,nan
305,0,reelsolar
305,0,reelsolar
305,0,reelsolar
9031,0,douganater
305,0,reelsolar
2125,0,amarbh1
305,1,reelsolar
2125,0,amarbh1
279,0,xCONFLiCTiONx
1,0,albertojp
22068,0,windude99
186,1,weinerschnitzelboy
5377,1,boeingbuildsitbetter
345686,0,sn0wf1ake1
5377,0,boeingbuildsitbetter
4631,1,mcfasa09
5377,0,boeingbuildsitbetter
5377,0,boeingbuildsitbetter
5377,1,boeingbuildsitbetter
279,1,xCONFLiCTiONx
186,0,weinerschnitzelboy
1200,0,RazY70
345686,1,sn0wf1ake1
5377,1,boeingbuildsitbetter
345686,0,sn0wf1ake1
7,0,YouCanIfYou
55,0,cyferhax
78,0,Throwaway_Apple125
54277,0,theepiccarday808
4005,0,net00
11649,0,twain535
195,0,stryderr
1,0,nan
1,1,nan
5748,0,cstmth
1885,0,YasanOW
38950,0,Chewie316
1,0,nan
1053,0,throwaway12-ffs
54277,0,theepiccarday808
78,0,Throwaway_Apple125
10628,1,honestFeedback
2183,0,pease_pudding
18085,0,CFGX
5748,0,cstmth
38950,1,Chewie316
20935,0,Serialtoon
2301,0,colethetechie
1885,0,YasanOW
1416,0,DudeOfAwesomer
7803,0,Sir-Jumps-A-lot
7803,0,Sir-Jumps-A-lot
9031,0,douganater
1,0,nan
2330,0,alittlebitmental
710,0,ichann3
1,0,Alfa_Chino
280,0,BlueViper85
118,0,veZzz
118,0,veZzz
4783,0,The_Crow
1,0,Plainstati0n64
118,0,veZzz
118,0,veZzz
118,0,veZzz
118,1,veZzz
662,0,julianBlyat
6038,0,ioa94
280,0,BlueViper85
9031,0,douganater
4783,0,The_Crow
118,0,veZzz
280,1,BlueViper85
9031,0,douganater
4783,0,The_Crow
118,0,veZzz
280,0,BlueViper85
118,0,veZzz
4783,1,The_Crow
280,0,BlueViper85
118,1,veZzz
4783,0,The_Crow
1,0,nan
749,0,MineBapt
31,0,Atari-niroku
1,0,nan
16,0,Sanshoo
16,1,Sanshoo
16,0,Sanshoo
1,0,nan
16,1,Sanshoo
482,0,cns000
1556427,0,alc59
315,0,shawnz
27458,0,razorbackgeek
339,0,Phlox305
339,0,Phlox305
3902,0,tetyys
908,0,wmassingham
27458,0,razorbackgeek
339,1,Phlox305
27458,0,razorbackgeek
34,0,kallurishrikant
34,0,kallurishrikant
34,0,kallurishrikant
34,0,kallurishrikant
637,0,Bals2oo8
30118,0,ThatOneDude_21
34,0,kallurishrikant
1599,0,DeathWing1221
1599,0,DeathWing1221
1599,0,DeathWing1221
1599,1,DeathWing1221
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1,0,nan
1
